Reporting country,Reference period,Item code,Item name,IORP type,Value,Date of extraction (yyyymmdd)
DK,2022,R0028,Beneficiaries,no split available,9099.0,20250716
DK,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,579.0,20250716
DK,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,8520.0,20250716
DK,2022,R0040,New members,no split available,0.0,20250716
DK,2022,R0050,Deaths,no split available,55.0,20250716
DK,2022,R0060,Commutations,no split available,1.0,20250716
DK,2022,R0070,Other exits,no split available,24.0,20250716
DK,2022,R0080,New beneficiaries,no split available,275.0,20250716
DK,2022,R0090,of which new retired members,no split available,164.0,20250716
DK,2023,R0008,Active members,no split available,818.0,20250716
DK,2023,R0009,Active members reported by exempted IORPs,no split available,186.0,20250716
DK,2023,R0010,Active members reported by non-exempted IORPs,no split available,632.0,20250716
DK,2023,R0018,Deferred members,no split available,1152.0,20250716
DK,2023,R0019,Deferred members reported by exempted IORPs,no split available,19.0,20250716
DK,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,1133.0,20250716
DK,2023,R0028,Beneficiaries,no split available,8963.0,20250716
DK,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,567.0,20250716
DK,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,8396.0,20250716
DK,2023,R0040,New members,no split available,0.0,20250716
DK,2023,R0050,Deaths,no split available,368.0,20250716
DK,2023,R0060,Commutations,no split available,0.0,20250716
DK,2023,R0070,Other exits,no split available,38.0,20250716
DK,2023,R0080,New beneficiaries,no split available,282.0,20250716
DK,2023,R0090,of which new retired members,no split available,178.0,20250716
DK,2024,R0008,Active members,DB,680.0,20250716
DK,2024,R0008,Active members,DC,0.0,20250716
DK,2024,R0009,Active members reported by exempted IORPs,DB,174.0,20250716
DK,2024,R0009,Active members reported by exempted IORPs,DC,0.0,20250716
DK,2024,R0010,Active members reported by non-exempted IORPs,DB,506.0,20250716
DK,2024,R0010,Active members reported by non-exempted IORPs,DC,,20250716
DK,2024,R0018,Deferred members,DB,303.0,20250716
DK,2024,R0018,Deferred members,DC,0.0,20250716
DK,2024,R0019,Deferred members reported by exempted IORPs,DB,15.0,20250716
DK,2024,R0019,Deferred members reported by exempted IORPs,DC,0.0,20250716
DK,2024,R0020,Deferred members reported by non-exempted IORPs,DB,288.0,20250716
DK,2024,R0020,Deferred members reported by non-exempted IORPs,DC,,20250716
DK,2024,R0028,Beneficiaries,DB,7669.0,20250716
DK,2024,R0028,Beneficiaries,DC,0.0,20250716
DK,2024,R0029,Beneficiaries reported by exempted IORPs,DB,543.0,20250716
DK,2024,R0029,Beneficiaries reported by exempted IORPs,DC,0.0,20250716
DK,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,7126.0,20250716
DK,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
DK,2024,R0040,New members,DB,0.0,20250716
DK,2024,R0040,New members,DC,,20250716
DK,2024,R0050,Deaths,DB,280.0,20250716
DK,2024,R0050,Deaths,DC,,20250716
DK,2024,R0060,Commutations,DB,1.0,20250716
DK,2024,R0060,Commutations,DC,,20250716
DK,2024,R0070,Other exits,DB,32.0,20250716
DK,2024,R0070,Other exits,DC,,20250716
DK,2024,R0080,New beneficiaries,DB,219.0,20250716
DK,2024,R0080,New beneficiaries,DC,,20250716
DK,2024,R0090,of which new retired members,DB,126.0,20250716
DK,2024,R0090,of which new retired members,DC,,20250716
EL,2024,R0008,Active members,DB,,20250716
EL,2024,R0008,Active members,DC,49710.0,20250716
EL,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
EL,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
EL,2024,R0010,Active members reported by non-exempted IORPs,DB,,20250716
EL,2024,R0010,Active members reported by non-exempted IORPs,DC,49710.0,20250716
EL,2024,R0018,Deferred members,DB,,20250716
EL,2024,R0018,Deferred members,DC,6674.0,20250716
EL,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
EL,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
EL,2024,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
EL,2024,R0020,Deferred members reported by non-exempted IORPs,DC,6674.0,20250716
EL,2024,R0028,Beneficiaries,DB,,20250716
EL,2024,R0028,Beneficiaries,DC,7727.0,20250716
EL,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
EL,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
EL,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
EL,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,7727.0,20250716
EL,2024,R0040,New members,DB,,20250716
EL,2024,R0040,New members,DC,2599.0,20250716
EL,2024,R0050,Deaths,DB,,20250716
EL,2024,R0050,Deaths,DC,36.0,20250716
EL,2024,R0060,Commutations,DB,,20250716
EL,2024,R0060,Commutations,DC,1570.0,20250716
EL,2024,R0070,Other exits,DB,,20250716
EL,2024,R0070,Other exits,DC,754.0,20250716
EL,2024,R0080,New beneficiaries,DB,,20250716
EL,2024,R0080,New beneficiaries,DC,591.0,20250716
EL,2024,R0090,of which new retired members,DB,,20250716
EL,2024,R0090,of which new retired members,DC,21.0,20250716
ES,2020,R0008,Active members,DB,119502.0,20250716
ES,2020,R0008,Active members,DC,2058285.0,20250716
ES,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
ES,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
ES,2020,R0010,Active members reported by non-exempted IORPs,DB,119502.0,20250716
ES,2020,R0010,Active members reported by non-exempted IORPs,DC,2058285.0,20250716
ES,2020,R0018,Deferred members,DB,1524.0,20250716
ES,2020,R0018,Deferred members,DC,46246.0,20250716
ES,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
ES,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
ES,2020,R0020,Deferred members reported by non-exempted IORPs,DB,1524.0,20250716
ES,2020,R0020,Deferred members reported by non-exempted IORPs,DC,46246.0,20250716
ES,2020,R0028,Beneficiaries,DB,40033.0,20250716
ES,2020,R0028,Beneficiaries,DC,140294.0,20250716
ES,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
ES,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
ES,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,40033.0,20250716
ES,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,140294.0,20250716
ES,2020,R0040,New members,DB,3328.0,20250716
ES,2020,R0040,New members,DC,69911.0,20250716
ES,2020,R0050,Deaths,DB,206.0,20250716
ES,2020,R0050,Deaths,DC,2436.0,20250716
ES,2020,R0060,Commutations,DB,0.0,20250716
ES,2020,R0060,Commutations,DC,0.0,20250716
ES,2020,R0070,Other exits,DB,7606.0,20250716
ES,2020,R0070,Other exits,DC,50713.0,20250716
ES,2020,R0080,New beneficiaries,DB,7098.0,20250716
ES,2020,R0080,New beneficiaries,DC,39260.0,20250716
ES,2020,R0090,of which new retired members,DB,5628.0,20250716
ES,2020,R0090,of which new retired members,DC,27479.0,20250716
ES,2021,R0008,Active members,DB,112762.0,20250716
ES,2021,R0008,Active members,DC,2053559.0,20250716
ES,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
ES,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
ES,2021,R0010,Active members reported by non-exempted IORPs,DB,112762.0,20250716
ES,2021,R0010,Active members reported by non-exempted IORPs,DC,2053559.0,20250716
ES,2021,R0018,Deferred members,DB,3709.0,20250716
ES,2021,R0018,Deferred members,DC,64394.0,20250716
ES,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
ES,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
ES,2021,R0020,Deferred members reported by non-exempted IORPs,DB,3709.0,20250716
ES,2021,R0020,Deferred members reported by non-exempted IORPs,DC,64394.0,20250716
ES,2021,R0028,Beneficiaries,DB,42124.0,20250716
ES,2021,R0028,Beneficiaries,DC,140151.0,20250716
ES,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
ES,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
ES,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,42124.0,20250716
ES,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,140151.0,20250716
ES,2021,R0040,New members,DB,2899.0,20250716
ES,2021,R0040,New members,DC,273357.0,20250716
ES,2021,R0050,Deaths,DB,183.0,20250716
ES,2021,R0050,Deaths,DC,2181.0,20250716
ES,2021,R0060,Commutations,DB,0.0,20250716
ES,2021,R0060,Commutations,DC,0.0,20250716
ES,2021,R0070,Other exits,DB,6469.0,20250716
ES,2021,R0070,Other exits,DC,88076.0,20250716
ES,2021,R0080,New beneficiaries,DB,4387.0,20250716
ES,2021,R0080,New beneficiaries,DC,46073.0,20250716
ES,2021,R0090,of which new retired members,DB,3031.0,20250716
ES,2021,R0090,of which new retired members,DC,28458.0,20250716
ES,2022,R0008,Active members,DB,262966.0,20250716
ES,2022,R0008,Active members,DC,2063141.0,20250716
ES,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
ES,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
ES,2022,R0010,Active members reported by non-exempted IORPs,DB,262966.0,20250716
ES,2022,R0010,Active members reported by non-exempted IORPs,DC,2063141.0,20250716
ES,2022,R0018,Deferred members,DB,10826.0,20250716
ES,2022,R0018,Deferred members,DC,67978.0,20250716
ES,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
ES,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
ES,2022,R0020,Deferred members reported by non-exempted IORPs,DB,10826.0,20250716
ES,2022,R0020,Deferred members reported by non-exempted IORPs,DC,67978.0,20250716
ES,2022,R0028,Beneficiaries,DB,62275.0,20250716
ES,2022,R0028,Beneficiaries,DC,143797.0,20250716
ES,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
ES,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
ES,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,62275.0,20250716
ES,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,143797.0,20250716
ES,2022,R0040,New members,DB,30214.0,20250716
ES,2022,R0040,New members,DC,178640.0,20250716
ES,2022,R0050,Deaths,DB,384.0,20250716
ES,2022,R0050,Deaths,DC,2426.0,20250716
ES,2022,R0060,Commutations,DB,277.0,20250716
ES,2022,R0060,Commutations,DC,0.0,20250716
ES,2022,R0070,Other exits,DB,8723.0,20250716
ES,2022,R0070,Other exits,DC,70262.0,20250716
ES,2022,R0080,New beneficiaries,DB,12718.0,20250716
ES,2022,R0080,New beneficiaries,DC,41683.0,20250716
ES,2022,R0090,of which new retired members,DB,8114.0,20250716
ES,2022,R0090,of which new retired members,DC,32879.0,20250716
ES,2023,R0008,Active members,DB,115793.0,20250716
ES,2023,R0008,Active members,DC,2113979.0,20250716
ES,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
ES,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
ES,2023,R0010,Active members reported by non-exempted IORPs,DB,115793.0,20250716
ES,2023,R0010,Active members reported by non-exempted IORPs,DC,2113979.0,20250716
ES,2023,R0018,Deferred members,DB,3905.0,20250716
ES,2023,R0018,Deferred members,DC,72634.0,20250716
ES,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
ES,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
ES,2023,R0020,Deferred members reported by non-exempted IORPs,DB,3905.0,20250716
ES,2023,R0020,Deferred members reported by non-exempted IORPs,DC,72634.0,20250716
ES,2023,R0028,Beneficiaries,DB,40108.0,20250716
ES,2023,R0028,Beneficiaries,DC,146780.0,20250716
ES,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
ES,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
ES,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,40108.0,20250716
ES,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,146780.0,20250716
ES,2023,R0040,New members,DB,6590.0,20250716
ES,2023,R0040,New members,DC,106821.0,20250716
ES,2023,R0050,Deaths,DB,174.0,20250716
ES,2023,R0050,Deaths,DC,2161.0,20250716
ES,2023,R0060,Commutations,DB,0.0,20250716
ES,2023,R0060,Commutations,DC,0.0,20250716
ES,2023,R0070,Other exits,DB,5078.0,20250716
ES,2023,R0070,Other exits,DC,51427.0,20250716
ES,2023,R0080,New beneficiaries,DB,3802.0,20250716
ES,2023,R0080,New beneficiaries,DC,37658.0,20250716
ES,2023,R0090,of which new retired members,DB,2775.0,20250716
ES,2023,R0090,of which new retired members,DC,32215.0,20250716
ES,2024,R0008,Active members,DB,142412.0,20250716
ES,2024,R0008,Active members,DC,2814683.0,20250716
ES,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
ES,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
ES,2024,R0010,Active members reported by non-exempted IORPs,DB,142412.0,20250716
ES,2024,R0010,Active members reported by non-exempted IORPs,DC,2814683.0,20250716
ES,2024,R0018,Deferred members,DB,4527.0,20250716
ES,2024,R0018,Deferred members,DC,89267.0,20250716
ES,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
ES,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
ES,2024,R0020,Deferred members reported by non-exempted IORPs,DB,4527.0,20250716
ES,2024,R0020,Deferred members reported by non-exempted IORPs,DC,89267.0,20250716
ES,2024,R0028,Beneficiaries,DB,41161.0,20250716
ES,2024,R0028,Beneficiaries,DC,214570.0,20250716
ES,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
ES,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
ES,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,41161.0,20250716
ES,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,214570.0,20250716
ES,2024,R0040,New members,DB,11939.0,20250716
ES,2024,R0040,New members,DC,781460.0,20250716
ES,2024,R0050,Deaths,DB,168.0,20250716
ES,2024,R0050,Deaths,DC,3399.0,20250716
ES,2024,R0060,Commutations,DB,0.0,20250716
ES,2024,R0060,Commutations,DC,0.0,20250716
ES,2024,R0070,Other exits,DB,6395.0,20250716
ES,2024,R0070,Other exits,DC,61264.0,20250716
ES,2024,R0080,New beneficiaries,DB,3846.0,20250716
ES,2024,R0080,New beneficiaries,DC,39218.0,20250716
ES,2024,R0090,of which new retired members,DB,2826.0,20250716
ES,2024,R0090,of which new retired members,DC,33155.0,20250716
FI,2020,R0008,Active members,no split available,7084.0,20250716
FI,2020,R0009,Active members reported by exempted IORPs,no split available,1020.0,20250716
FI,2020,R0010,Active members reported by non-exempted IORPs,no split available,6064.0,20250716
FI,2020,R0018,Deferred members,no split available,7245.0,20250716
FI,2020,R0019,Deferred members reported by exempted IORPs,no split available,396.0,20250716
FI,2020,R0020,Deferred members reported by non-exempted IORPs,no split available,6849.0,20250716
FI,2020,R0028,Beneficiaries,no split available,44954.0,20250716
FI,2020,R0029,Beneficiaries reported by exempted IORPs,no split available,6623.0,20250716
FI,2020,R0030,Beneficiaries reported by non-exempted IORPs,no split available,38331.0,20250716
FI,2020,R0040,New members,no split available,0.0,20250716
FI,2020,R0050,Deaths,no split available,302.0,20250716
FI,2020,R0060,Commutations,no split available,85.0,20250716
FI,2020,R0070,Other exits,no split available,134.0,20250716
FI,2020,R0080,New beneficiaries,no split available,1651.0,20250716
FI,2020,R0090,of which new retired members,no split available,1511.0,20250716
FI,2021,R0008,Active members,no split available,6051.0,20250716
FI,2021,R0009,Active members reported by exempted IORPs,no split available,817.0,20250716
FI,2021,R0010,Active members reported by non-exempted IORPs,no split available,5234.0,20250716
FI,2021,R0018,Deferred members,no split available,5173.0,20250716
FI,2021,R0019,Deferred members reported by exempted IORPs,no split available,365.0,20250716
FI,2021,R0020,Deferred members reported by non-exempted IORPs,no split available,4808.0,20250716
FI,2021,R0028,Beneficiaries,no split available,42309.0,20250716
FI,2021,R0029,Beneficiaries reported by exempted IORPs,no split available,6204.0,20250716
FI,2021,R0030,Beneficiaries reported by non-exempted IORPs,no split available,36105.0,20250716
FI,2021,R0040,New members,no split available,0.0,20250716
FI,2021,R0050,Deaths,no split available,309.0,20250716
FI,2021,R0060,Commutations,no split available,23.0,20250716
FI,2021,R0070,Other exits,no split available,45.0,20250716
FI,2021,R0080,New beneficiaries,no split available,1198.0,20250716
FI,2021,R0090,of which new retired members,no split available,1019.0,20250716
FI,2022,R0008,Active members,no split available,5378.0,20250716
FI,2022,R0009,Active members reported by exempted IORPs,no split available,712.0,20250716
FI,2022,R0010,Active members reported by non-exempted IORPs,no split available,4666.0,20250716
FI,2022,R0018,Deferred members,no split available,4626.0,20250716
FI,2022,R0019,Deferred members reported by exempted IORPs,no split available,303.0,20250716
FI,2022,R0020,Deferred members reported by non-exempted IORPs,no split available,4323.0,20250716
FI,2022,R0028,Beneficiaries,no split available,41827.0,20250716
FI,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,6219.0,20250716
FI,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,35608.0,20250716
FI,2022,R0040,New members,no split available,2.0,20250716
FI,2022,R0050,Deaths,no split available,344.0,20250716
FI,2022,R0060,Commutations,no split available,19.0,20250716
FI,2022,R0070,Other exits,no split available,35.0,20250716
FI,2022,R0080,New beneficiaries,no split available,1102.0,20250716
FI,2022,R0090,of which new retired members,no split available,935.0,20250716
FI,2023,R0008,Active members,no split available,4886.0,20250716
FI,2023,R0009,Active members reported by exempted IORPs,no split available,635.0,20250716
FI,2023,R0010,Active members reported by non-exempted IORPs,no split available,4251.0,20250716
FI,2023,R0018,Deferred members,no split available,4136.0,20250716
FI,2023,R0019,Deferred members reported by exempted IORPs,no split available,290.0,20250716
FI,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,3846.0,20250716
FI,2023,R0028,Beneficiaries,no split available,40661.0,20250716
FI,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,6076.0,20250716
FI,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,34585.0,20250716
FI,2023,R0040,New members,no split available,0.0,20250716
FI,2023,R0050,Deaths,no split available,349.0,20250716
FI,2023,R0060,Commutations,no split available,14.0,20250716
FI,2023,R0070,Other exits,no split available,82.0,20250716
FI,2023,R0080,New beneficiaries,no split available,1010.0,20250716
FI,2023,R0090,of which new retired members,no split available,813.0,20250716
FI,2024,R0008,Active members,no split available,4360.0,20250716
FI,2024,R0009,Active members reported by exempted IORPs,no split available,539.0,20250716
FI,2024,R0010,Active members reported by non-exempted IORPs,no split available,3821.0,20250716
FI,2024,R0018,Deferred members,no split available,3931.0,20250716
FI,2024,R0019,Deferred members reported by exempted IORPs,no split available,299.0,20250716
FI,2024,R0020,Deferred members reported by non-exempted IORPs,no split available,3632.0,20250716
FI,2024,R0028,Beneficiaries,no split available,40000.0,20250716
FI,2024,R0029,Beneficiaries reported by exempted IORPs,no split available,6555.0,20250716
FI,2024,R0030,Beneficiaries reported by non-exempted IORPs,no split available,33445.0,20250716
FI,2024,R0040,New members,no split available,0.0,20250716
FI,2024,R0050,Deaths,no split available,338.0,20250716
FI,2024,R0060,Commutations,no split available,31.0,20250716
FI,2024,R0070,Other exits,no split available,95.0,20250716
FI,2024,R0080,New beneficiaries,no split available,987.0,20250716
FI,2024,R0090,of which new retired members,no split available,794.0,20250716
FR,2023,R0008,Active members,DB,95063.0,20250716
FR,2023,R0008,Active members,DC,5658367.0,20250716
FR,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
FR,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
FR,2023,R0010,Active members reported by non-exempted IORPs,DB,95063.0,20250716
FR,2023,R0010,Active members reported by non-exempted IORPs,DC,5658367.0,20250716
FR,2023,R0018,Deferred members,DB,70401.0,20250716
FR,2023,R0018,Deferred members,DC,3802381.0,20250716
FR,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
FR,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
FR,2023,R0020,Deferred members reported by non-exempted IORPs,DB,70401.0,20250716
FR,2023,R0020,Deferred members reported by non-exempted IORPs,DC,3802381.0,20250716
FR,2023,R0028,Beneficiaries,DB,124734.0,20250716
FR,2023,R0028,Beneficiaries,DC,1733684.0,20250716
FR,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
FR,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
FR,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,124734.0,20250716
FR,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,1733684.0,20250716
FR,2023,R0040,New members,DB,10623.0,20250716
FR,2023,R0040,New members,DC,751912.0,20250716
FR,2023,R0050,Deaths,DB,7181.0,20250716
FR,2023,R0050,Deaths,DC,49004.0,20250716
FR,2023,R0060,Commutations,DB,1501.0,20250716
FR,2023,R0060,Commutations,DC,78737.0,20250716
FR,2023,R0070,Other exits,DB,9077.0,20250716
FR,2023,R0070,Other exits,DC,116908.0,20250716
FR,2023,R0080,New beneficiaries,DB,4358.0,20250716
FR,2023,R0080,New beneficiaries,DC,126456.0,20250716
FR,2023,R0090,of which new retired members,DB,3405.0,20250716
FR,2023,R0090,of which new retired members,DC,67900.0,20250716
FR,2024,R0008,Active members,DB,89589.0,20250716
FR,2024,R0008,Active members,DC,5592203.0,20250716
FR,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
FR,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
FR,2024,R0010,Active members reported by non-exempted IORPs,DB,89589.0,20250716
FR,2024,R0010,Active members reported by non-exempted IORPs,DC,5592203.0,20250716
FR,2024,R0018,Deferred members,DB,75228.0,20250716
FR,2024,R0018,Deferred members,DC,3679211.0,20250716
FR,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
FR,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
FR,2024,R0020,Deferred members reported by non-exempted IORPs,DB,75228.0,20250716
FR,2024,R0020,Deferred members reported by non-exempted IORPs,DC,3679211.0,20250716
FR,2024,R0028,Beneficiaries,DB,123559.0,20250716
FR,2024,R0028,Beneficiaries,DC,1782684.0,20250716
FR,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
FR,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
FR,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,123559.0,20250716
FR,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,1782684.0,20250716
FR,2024,R0040,New members,DB,8558.0,20250716
FR,2024,R0040,New members,DC,656277.0,20250716
FR,2024,R0050,Deaths,DB,1754.0,20250716
FR,2024,R0050,Deaths,DC,50306.0,20250716
FR,2024,R0060,Commutations,DB,1404.0,20250716
FR,2024,R0060,Commutations,DC,94767.0,20250716
FR,2024,R0070,Other exits,DB,8399.0,20250716
FR,2024,R0070,Other exits,DC,129785.0,20250716
FR,2024,R0080,New beneficiaries,DB,2029.0,20250716
FR,2024,R0080,New beneficiaries,DC,118374.0,20250716
FR,2024,R0090,of which new retired members,DB,1369.0,20250716
FR,2024,R0090,of which new retired members,DC,70258.0,20250716
HR,2020,R0008,Active members,no split available,44120.0,20250716
HR,2020,R0009,Active members reported by exempted IORPs,no split available,,20250716
HR,2020,R0010,Active members reported by non-exempted IORPs,no split available,44120.0,20250716
HR,2020,R0018,Deferred members,no split available,0.0,20250716
HR,2020,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
HR,2020,R0020,Deferred members reported by non-exempted IORPs,no split available,0.0,20250716
HR,2020,R0028,Beneficiaries,no split available,2556.0,20250716
HR,2020,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
HR,2020,R0030,Beneficiaries reported by non-exempted IORPs,no split available,2556.0,20250716
HR,2020,R0040,New members,no split available,1739.0,20250716
HR,2020,R0050,Deaths,no split available,45.0,20250716
HR,2020,R0060,Commutations,no split available,0.0,20250716
HR,2020,R0070,Other exits,no split available,479.0,20250716
HR,2020,R0080,New beneficiaries,no split available,886.0,20250716
HR,2020,R0090,of which new retired members,no split available,863.0,20250716
HR,2021,R0008,Active members,no split available,44761.0,20250716
HR,2021,R0009,Active members reported by exempted IORPs,no split available,,20250716
HR,2021,R0010,Active members reported by non-exempted IORPs,no split available,44761.0,20250716
HR,2021,R0018,Deferred members,no split available,0.0,20250716
HR,2021,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
HR,2021,R0020,Deferred members reported by non-exempted IORPs,no split available,0.0,20250716
HR,2021,R0028,Beneficiaries,no split available,2496.0,20250716
HR,2021,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
HR,2021,R0030,Beneficiaries reported by non-exempted IORPs,no split available,2496.0,20250716
HR,2021,R0040,New members,no split available,2525.0,20250716
HR,2021,R0050,Deaths,no split available,83.0,20250716
HR,2021,R0060,Commutations,no split available,0.0,20250716
HR,2021,R0070,Other exits,no split available,596.0,20250716
HR,2021,R0080,New beneficiaries,no split available,905.0,20250716
HR,2021,R0090,of which new retired members,no split available,889.0,20250716
HR,2022,R0008,Active members,no split available,45863.0,20250716
HR,2022,R0009,Active members reported by exempted IORPs,no split available,,20250716
HR,2022,R0010,Active members reported by non-exempted IORPs,no split available,45863.0,20250716
HR,2022,R0018,Deferred members,no split available,0.0,20250716
HR,2022,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
HR,2022,R0020,Deferred members reported by non-exempted IORPs,no split available,0.0,20250716
HR,2022,R0028,Beneficiaries,no split available,2771.0,20250716
HR,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
HR,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,2771.0,20250716
HR,2022,R0040,New members,no split available,2598.0,20250716
HR,2022,R0050,Deaths,no split available,78.0,20250716
HR,2022,R0060,Commutations,no split available,0.0,20250716
HR,2022,R0070,Other exits,no split available,689.0,20250716
HR,2022,R0080,New beneficiaries,no split available,1045.0,20250716
HR,2022,R0090,of which new retired members,no split available,910.0,20250716
HR,2023,R0008,Active members,no split available,47534.0,20250716
HR,2023,R0009,Active members reported by exempted IORPs,no split available,,20250716
HR,2023,R0010,Active members reported by non-exempted IORPs,no split available,47534.0,20250716
HR,2023,R0018,Deferred members,no split available,0.0,20250716
HR,2023,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
HR,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,0.0,20250716
HR,2023,R0028,Beneficiaries,no split available,2014.0,20250716
HR,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
HR,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,2014.0,20250716
HR,2023,R0040,New members,no split available,2192.0,20250716
HR,2023,R0050,Deaths,no split available,96.0,20250716
HR,2023,R0060,Commutations,no split available,0.0,20250716
HR,2023,R0070,Other exits,no split available,589.0,20250716
HR,2023,R0080,New beneficiaries,no split available,1026.0,20250716
HR,2023,R0090,of which new retired members,no split available,878.0,20250716
HR,2024,R0008,Active members,no split available,47539.0,20250716
HR,2024,R0009,Active members reported by exempted IORPs,no split available,,20250716
HR,2024,R0010,Active members reported by non-exempted IORPs,no split available,47539.0,20250716
HR,2024,R0018,Deferred members,no split available,0.0,20250716
HR,2024,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
HR,2024,R0020,Deferred members reported by non-exempted IORPs,no split available,0.0,20250716
HR,2024,R0028,Beneficiaries,no split available,2870.0,20250716
HR,2024,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
HR,2024,R0030,Beneficiaries reported by non-exempted IORPs,no split available,2870.0,20250716
HR,2024,R0040,New members,no split available,2037.0,20250716
HR,2024,R0050,Deaths,no split available,78.0,20250716
HR,2024,R0060,Commutations,no split available,0.0,20250716
