Reporting country,Reference period,Item code,Item name,IORP type,Value,Date of extraction (yyyymmdd)
LV,2022,R0020,Deferred members reported by non-exempted IORPs,DC,53448.0,20250716
LV,2022,R0028,Beneficiaries,DB,,20250716
LV,2022,R0028,Beneficiaries,DC,36144.0,20250716
LV,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
LV,2022,R0029,Beneficiaries reported by exempted IORPs,DC,1305.0,20250716
LV,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
LV,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,34839.0,20250716
LV,2022,R0040,New members,DB,,20250716
LV,2022,R0040,New members,DC,4636.0,20250716
LV,2022,R0050,Deaths,DB,,20250716
LV,2022,R0050,Deaths,DC,302.0,20250716
LV,2022,R0060,Commutations,DB,,20250716
LV,2022,R0060,Commutations,DC,0.0,20250716
LV,2022,R0070,Other exits,DB,,20250716
LV,2022,R0070,Other exits,DC,9583.0,20250716
LV,2022,R0080,New beneficiaries,DB,,20250716
LV,2022,R0080,New beneficiaries,DC,2305.0,20250716
LV,2022,R0090,of which new retired members,DB,,20250716
LV,2022,R0090,of which new retired members,DC,1900.0,20250716
LV,2023,R0008,Active members,DB,0.0,20250716
LV,2023,R0008,Active members,DC,51777.0,20250716
LV,2023,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
LV,2023,R0009,Active members reported by exempted IORPs,DC,4019.0,20250716
LV,2023,R0010,Active members reported by non-exempted IORPs,DB,,20250716
LV,2023,R0010,Active members reported by non-exempted IORPs,DC,47758.0,20250716
LV,2023,R0018,Deferred members,DB,0.0,20250716
LV,2023,R0018,Deferred members,DC,74776.0,20250716
LV,2023,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
LV,2023,R0019,Deferred members reported by exempted IORPs,DC,21024.0,20250716
LV,2023,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
LV,2023,R0020,Deferred members reported by non-exempted IORPs,DC,53752.0,20250716
LV,2023,R0028,Beneficiaries,DB,0.0,20250716
LV,2023,R0028,Beneficiaries,DC,37784.0,20250716
LV,2023,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
LV,2023,R0029,Beneficiaries reported by exempted IORPs,DC,1876.0,20250716
LV,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
LV,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,35908.0,20250716
LV,2023,R0040,New members,DB,,20250716
LV,2023,R0040,New members,DC,5102.0,20250716
LV,2023,R0050,Deaths,DB,,20250716
LV,2023,R0050,Deaths,DC,302.0,20250716
LV,2023,R0060,Commutations,DB,,20250716
LV,2023,R0060,Commutations,DC,0.0,20250716
LV,2023,R0070,Other exits,DB,,20250716
LV,2023,R0070,Other exits,DC,8359.0,20250716
LV,2023,R0080,New beneficiaries,DB,,20250716
LV,2023,R0080,New beneficiaries,DC,2990.0,20250716
LV,2023,R0090,of which new retired members,DB,,20250716
LV,2023,R0090,of which new retired members,DC,1921.0,20250716
LV,2024,R0008,Active members,DB,0.0,20250716
LV,2024,R0008,Active members,DC,56330.0,20250716
LV,2024,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
LV,2024,R0009,Active members reported by exempted IORPs,DC,4861.0,20250716
LV,2024,R0010,Active members reported by non-exempted IORPs,DB,,20250716
LV,2024,R0010,Active members reported by non-exempted IORPs,DC,51469.0,20250716
LV,2024,R0018,Deferred members,DB,0.0,20250716
LV,2024,R0018,Deferred members,DC,74239.0,20250716
LV,2024,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
LV,2024,R0019,Deferred members reported by exempted IORPs,DC,19840.0,20250716
LV,2024,R0020,Deferred members reported by non-exempted IORPs,DB,,20250716
LV,2024,R0020,Deferred members reported by non-exempted IORPs,DC,54399.0,20250716
LV,2024,R0028,Beneficiaries,DB,0.0,20250716
LV,2024,R0028,Beneficiaries,DC,39846.0,20250716
LV,2024,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
LV,2024,R0029,Beneficiaries reported by exempted IORPs,DC,2130.0,20250716
LV,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,,20250716
LV,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,37716.0,20250716
LV,2024,R0040,New members,DB,,20250716
LV,2024,R0040,New members,DC,7232.0,20250716
LV,2024,R0050,Deaths,DB,,20250716
LV,2024,R0050,Deaths,DC,309.0,20250716
LV,2024,R0060,Commutations,DB,,20250716
LV,2024,R0060,Commutations,DC,0.0,20250716
LV,2024,R0070,Other exits,DB,,20250716
LV,2024,R0070,Other exits,DC,8947.0,20250716
LV,2024,R0080,New beneficiaries,DB,,20250716
LV,2024,R0080,New beneficiaries,DC,3827.0,20250716
LV,2024,R0090,of which new retired members,DB,,20250716
LV,2024,R0090,of which new retired members,DC,2019.0,20250716
MT,2020,R0008,Active members,DB,0.0,20250716
MT,2020,R0008,Active members,DC,39.0,20250716
MT,2020,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
MT,2020,R0009,Active members reported by exempted IORPs,DC,14.0,20250716
MT,2020,R0010,Active members reported by non-exempted IORPs,DB,0.0,20250716
MT,2020,R0010,Active members reported by non-exempted IORPs,DC,25.0,20250716
MT,2020,R0018,Deferred members,DB,0.0,20250716
MT,2020,R0018,Deferred members,DC,285.0,20250716
MT,2020,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
MT,2020,R0019,Deferred members reported by exempted IORPs,DC,4.0,20250716
MT,2020,R0020,Deferred members reported by non-exempted IORPs,DB,0.0,20250716
MT,2020,R0020,Deferred members reported by non-exempted IORPs,DC,281.0,20250716
MT,2020,R0028,Beneficiaries,DB,0.0,20250716
MT,2020,R0028,Beneficiaries,DC,18.0,20250716
MT,2020,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
MT,2020,R0029,Beneficiaries reported by exempted IORPs,DC,18.0,20250716
MT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,0.0,20250716
MT,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
MT,2020,R0040,New members,DB,0.0,20250716
MT,2020,R0040,New members,DC,13.0,20250716
MT,2020,R0050,Deaths,DB,0.0,20250716
MT,2020,R0050,Deaths,DC,0.0,20250716
MT,2020,R0060,Commutations,DB,0.0,20250716
MT,2020,R0060,Commutations,DC,0.0,20250716
MT,2020,R0070,Other exits,DB,0.0,20250716
MT,2020,R0070,Other exits,DC,0.0,20250716
MT,2020,R0080,New beneficiaries,DB,0.0,20250716
MT,2020,R0080,New beneficiaries,DC,0.0,20250716
MT,2020,R0090,of which new retired members,DB,0.0,20250716
MT,2020,R0090,of which new retired members,DC,0.0,20250716
MT,2021,R0008,Active members,DB,0.0,20250716
MT,2021,R0008,Active members,DC,634.0,20250716
MT,2021,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
MT,2021,R0009,Active members reported by exempted IORPs,DC,595.0,20250716
MT,2021,R0010,Active members reported by non-exempted IORPs,DB,0.0,20250716
MT,2021,R0010,Active members reported by non-exempted IORPs,DC,39.0,20250716
MT,2021,R0018,Deferred members,DB,0.0,20250716
MT,2021,R0018,Deferred members,DC,54.0,20250716
MT,2021,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
MT,2021,R0019,Deferred members reported by exempted IORPs,DC,20.0,20250716
MT,2021,R0020,Deferred members reported by non-exempted IORPs,DB,0.0,20250716
MT,2021,R0020,Deferred members reported by non-exempted IORPs,DC,34.0,20250716
MT,2021,R0028,Beneficiaries,DB,0.0,20250716
MT,2021,R0028,Beneficiaries,DC,0.0,20250716
MT,2021,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
MT,2021,R0029,Beneficiaries reported by exempted IORPs,DC,0.0,20250716
MT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,0.0,20250716
MT,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
MT,2021,R0040,New members,DB,0.0,20250716
MT,2021,R0040,New members,DC,21.0,20250716
MT,2021,R0050,Deaths,DB,0.0,20250716
MT,2021,R0050,Deaths,DC,0.0,20250716
MT,2021,R0060,Commutations,DB,0.0,20250716
MT,2021,R0060,Commutations,DC,0.0,20250716
MT,2021,R0070,Other exits,DB,0.0,20250716
MT,2021,R0070,Other exits,DC,-1.0,20250716
MT,2021,R0080,New beneficiaries,DB,0.0,20250716
MT,2021,R0080,New beneficiaries,DC,0.0,20250716
MT,2021,R0090,of which new retired members,DB,0.0,20250716
MT,2021,R0090,of which new retired members,DC,0.0,20250716
MT,2022,R0008,Active members,DB,0.0,20250716
MT,2022,R0008,Active members,DC,979.0,20250716
MT,2022,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
MT,2022,R0009,Active members reported by exempted IORPs,DC,924.0,20250716
MT,2022,R0010,Active members reported by non-exempted IORPs,DB,0.0,20250716
MT,2022,R0010,Active members reported by non-exempted IORPs,DC,55.0,20250716
MT,2022,R0018,Deferred members,DB,0.0,20250716
MT,2022,R0018,Deferred members,DC,43.0,20250716
MT,2022,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
MT,2022,R0019,Deferred members reported by exempted IORPs,DC,0.0,20250716
MT,2022,R0020,Deferred members reported by non-exempted IORPs,DB,0.0,20250716
MT,2022,R0020,Deferred members reported by non-exempted IORPs,DC,43.0,20250716
MT,2022,R0028,Beneficiaries,DB,0.0,20250716
MT,2022,R0028,Beneficiaries,DC,0.0,20250716
MT,2022,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
MT,2022,R0029,Beneficiaries reported by exempted IORPs,DC,0.0,20250716
MT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,0.0,20250716
MT,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
MT,2022,R0040,New members,DB,0.0,20250716
MT,2022,R0040,New members,DC,25.0,20250716
MT,2022,R0050,Deaths,DB,0.0,20250716
MT,2022,R0050,Deaths,DC,0.0,20250716
MT,2022,R0060,Commutations,DB,0.0,20250716
MT,2022,R0060,Commutations,DC,0.0,20250716
MT,2022,R0070,Other exits,DB,0.0,20250716
MT,2022,R0070,Other exits,DC,0.0,20250716
MT,2022,R0080,New beneficiaries,DB,0.0,20250716
MT,2022,R0080,New beneficiaries,DC,0.0,20250716
MT,2022,R0090,of which new retired members,DB,0.0,20250716
MT,2022,R0090,of which new retired members,DC,0.0,20250716
MT,2023,R0008,Active members,DB,0.0,20250716
MT,2023,R0008,Active members,DC,1168.0,20250716
MT,2023,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
MT,2023,R0009,Active members reported by exempted IORPs,DC,1100.0,20250716
MT,2023,R0010,Active members reported by non-exempted IORPs,DB,0.0,20250716
MT,2023,R0010,Active members reported by non-exempted IORPs,DC,68.0,20250716
MT,2023,R0018,Deferred members,DB,0.0,20250716
MT,2023,R0018,Deferred members,DC,75.0,20250716
MT,2023,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
MT,2023,R0019,Deferred members reported by exempted IORPs,DC,33.0,20250716
MT,2023,R0020,Deferred members reported by non-exempted IORPs,DB,0.0,20250716
MT,2023,R0020,Deferred members reported by non-exempted IORPs,DC,42.0,20250716
MT,2023,R0028,Beneficiaries,DB,0.0,20250716
MT,2023,R0028,Beneficiaries,DC,0.0,20250716
MT,2023,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
MT,2023,R0029,Beneficiaries reported by exempted IORPs,DC,0.0,20250716
MT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,0.0,20250716
MT,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
MT,2023,R0040,New members,DB,0.0,20250716
MT,2023,R0040,New members,DC,16.0,20250716
MT,2023,R0050,Deaths,DB,0.0,20250716
MT,2023,R0050,Deaths,DC,0.0,20250716
MT,2023,R0060,Commutations,DB,0.0,20250716
MT,2023,R0060,Commutations,DC,0.0,20250716
MT,2023,R0070,Other exits,DB,0.0,20250716
MT,2023,R0070,Other exits,DC,0.0,20250716
MT,2023,R0080,New beneficiaries,DB,0.0,20250716
MT,2023,R0080,New beneficiaries,DC,0.0,20250716
MT,2023,R0090,of which new retired members,DB,0.0,20250716
MT,2023,R0090,of which new retired members,DC,0.0,20250716
MT,2024,R0008,Active members,DB,0.0,20250716
MT,2024,R0008,Active members,DC,1360.0,20250716
MT,2024,R0009,Active members reported by exempted IORPs,DB,0.0,20250716
MT,2024,R0009,Active members reported by exempted IORPs,DC,1288.0,20250716
MT,2024,R0010,Active members reported by non-exempted IORPs,DB,0.0,20250716
MT,2024,R0010,Active members reported by non-exempted IORPs,DC,72.0,20250716
MT,2024,R0018,Deferred members,DB,0.0,20250716
MT,2024,R0018,Deferred members,DC,40.0,20250716
MT,2024,R0019,Deferred members reported by exempted IORPs,DB,0.0,20250716
MT,2024,R0019,Deferred members reported by exempted IORPs,DC,5.0,20250716
MT,2024,R0020,Deferred members reported by non-exempted IORPs,DB,0.0,20250716
MT,2024,R0020,Deferred members reported by non-exempted IORPs,DC,35.0,20250716
MT,2024,R0028,Beneficiaries,DB,0.0,20250716
MT,2024,R0028,Beneficiaries,DC,0.0,20250716
MT,2024,R0029,Beneficiaries reported by exempted IORPs,DB,0.0,20250716
MT,2024,R0029,Beneficiaries reported by exempted IORPs,DC,0.0,20250716
MT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,0.0,20250716
MT,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,0.0,20250716
MT,2024,R0040,New members,DB,0.0,20250716
MT,2024,R0040,New members,DC,16.0,20250716
MT,2024,R0050,Deaths,DB,0.0,20250716
MT,2024,R0050,Deaths,DC,1.0,20250716
MT,2024,R0060,Commutations,DB,0.0,20250716
MT,2024,R0060,Commutations,DC,0.0,20250716
MT,2024,R0070,Other exits,DB,0.0,20250716
MT,2024,R0070,Other exits,DC,0.0,20250716
MT,2024,R0080,New beneficiaries,DB,0.0,20250716
MT,2024,R0080,New beneficiaries,DC,0.0,20250716
MT,2024,R0090,of which new retired members,DB,0.0,20250716
MT,2024,R0090,of which new retired members,DC,0.0,20250716
NL,2020,R0008,Active members,DB,5861382.0,20250716
NL,2020,R0008,Active members,DC,532571.0,20250716
NL,2020,R0009,Active members reported by exempted IORPs,DB,,20250716
NL,2020,R0009,Active members reported by exempted IORPs,DC,,20250716
NL,2020,R0010,Active members reported by non-exempted IORPs,DB,5861382.0,20250716
NL,2020,R0010,Active members reported by non-exempted IORPs,DC,532571.0,20250716
NL,2020,R0018,Deferred members,DB,9767998.0,20250716
NL,2020,R0018,Deferred members,DC,469533.0,20250716
NL,2020,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NL,2020,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NL,2020,R0020,Deferred members reported by non-exempted IORPs,DB,9767998.0,20250716
NL,2020,R0020,Deferred members reported by non-exempted IORPs,DC,469533.0,20250716
NL,2020,R0028,Beneficiaries,DB,3570687.0,20250716
NL,2020,R0028,Beneficiaries,DC,,20250716
NL,2020,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NL,2020,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NL,2020,R0030,Beneficiaries reported by non-exempted IORPs,DB,3570687.0,20250716
NL,2020,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NL,2020,R0040,New members,DB,1159381.0,20250716
NL,2020,R0040,New members,DC,103581.0,20250716
NL,2020,R0050,Deaths,DB,34684.0,20250716
NL,2020,R0050,Deaths,DC,1194.0,20250716
NL,2020,R0060,Commutations,DB,5875.0,20250716
NL,2020,R0060,Commutations,DC,5989.0,20250716
NL,2020,R0070,Other exits,DB,2213803.0,20250716
NL,2020,R0070,Other exits,DC,61114.0,20250716
NL,2020,R0080,New beneficiaries,DB,336455.0,20250716
NL,2020,R0080,New beneficiaries,DC,,20250716
NL,2020,R0090,of which new retired members,DB,244786.0,20250716
NL,2020,R0090,of which new retired members,DC,,20250716
NL,2021,R0008,Active members,DB,5952400.0,20250716
NL,2021,R0008,Active members,DC,618793.0,20250716
NL,2021,R0009,Active members reported by exempted IORPs,DB,,20250716
NL,2021,R0009,Active members reported by exempted IORPs,DC,,20250716
NL,2021,R0010,Active members reported by non-exempted IORPs,DB,5952400.0,20250716
NL,2021,R0010,Active members reported by non-exempted IORPs,DC,618793.0,20250716
NL,2021,R0018,Deferred members,DB,9510704.0,20250716
NL,2021,R0018,Deferred members,DC,576981.0,20250716
NL,2021,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NL,2021,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NL,2021,R0020,Deferred members reported by non-exempted IORPs,DB,9510704.0,20250716
NL,2021,R0020,Deferred members reported by non-exempted IORPs,DC,576981.0,20250716
NL,2021,R0028,Beneficiaries,DB,3695871.0,20250716
NL,2021,R0028,Beneficiaries,DC,,20250716
NL,2021,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NL,2021,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NL,2021,R0030,Beneficiaries reported by non-exempted IORPs,DB,3695871.0,20250716
NL,2021,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NL,2021,R0040,New members,DB,1258703.0,20250716
NL,2021,R0040,New members,DC,151490.0,20250716
NL,2021,R0050,Deaths,DB,39791.0,20250716
NL,2021,R0050,Deaths,DC,2169.0,20250716
NL,2021,R0060,Commutations,DB,17942.0,20250716
NL,2021,R0060,Commutations,DC,766.0,20250716
NL,2021,R0070,Other exits,DB,2415798.0,20250716
NL,2021,R0070,Other exits,DC,77505.0,20250716
NL,2021,R0080,New beneficiaries,DB,354116.0,20250716
NL,2021,R0080,New beneficiaries,DC,,20250716
NL,2021,R0090,of which new retired members,DB,257932.0,20250716
NL,2021,R0090,of which new retired members,DC,,20250716
NL,2022,R0008,Active members,DB,6215954.0,20250716
NL,2022,R0008,Active members,DC,710406.0,20250716
NL,2022,R0009,Active members reported by exempted IORPs,DB,,20250716
NL,2022,R0009,Active members reported by exempted IORPs,DC,,20250716
NL,2022,R0010,Active members reported by non-exempted IORPs,DB,6215954.0,20250716
NL,2022,R0010,Active members reported by non-exempted IORPs,DC,710406.0,20250716
NL,2022,R0018,Deferred members,DB,9072159.0,20250716
NL,2022,R0018,Deferred members,DC,634156.0,20250716
NL,2022,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NL,2022,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NL,2022,R0020,Deferred members reported by non-exempted IORPs,DB,9072159.0,20250716
NL,2022,R0020,Deferred members reported by non-exempted IORPs,DC,634156.0,20250716
NL,2022,R0028,Beneficiaries,DB,3788914.0,20250716
NL,2022,R0028,Beneficiaries,DC,,20250716
NL,2022,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NL,2022,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NL,2022,R0030,Beneficiaries reported by non-exempted IORPs,DB,3788914.0,20250716
NL,2022,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NL,2022,R0040,New members,DB,1583003.0,20250716
NL,2022,R0040,New members,DC,177279.0,20250716
NL,2022,R0050,Deaths,DB,38924.0,20250716
NL,2022,R0050,Deaths,DC,1916.0,20250716
NL,2022,R0060,Commutations,DB,73549.0,20250716
NL,2022,R0060,Commutations,DC,4561.0,20250716
NL,2022,R0070,Other exits,DB,2888396.0,20250716
NL,2022,R0070,Other exits,DC,125339.0,20250716
NL,2022,R0080,New beneficiaries,DB,335302.0,20250716
NL,2022,R0080,New beneficiaries,DC,,20250716
NL,2022,R0090,of which new retired members,DB,243658.0,20250716
NL,2022,R0090,of which new retired members,DC,,20250716
NL,2023,R0008,Active members,DB,6400967.0,20250716
NL,2023,R0008,Active members,DC,748152.0,20250716
NL,2023,R0009,Active members reported by exempted IORPs,DB,,20250716
NL,2023,R0009,Active members reported by exempted IORPs,DC,,20250716
NL,2023,R0010,Active members reported by non-exempted IORPs,DB,6400967.0,20250716
NL,2023,R0010,Active members reported by non-exempted IORPs,DC,748152.0,20250716
NL,2023,R0018,Deferred members,DB,8363595.0,20250716
NL,2023,R0018,Deferred members,DC,739044.0,20250716
NL,2023,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NL,2023,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NL,2023,R0020,Deferred members reported by non-exempted IORPs,DB,8363595.0,20250716
NL,2023,R0020,Deferred members reported by non-exempted IORPs,DC,739044.0,20250716
NL,2023,R0028,Beneficiaries,DB,3883572.0,20250716
NL,2023,R0028,Beneficiaries,DC,,20250716
NL,2023,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NL,2023,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NL,2023,R0030,Beneficiaries reported by non-exempted IORPs,DB,3883572.0,20250716
NL,2023,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NL,2023,R0040,New members,DB,1569460.0,20250716
NL,2023,R0040,New members,DC,168229.0,20250716
NL,2023,R0050,Deaths,DB,37872.0,20250716
NL,2023,R0050,Deaths,DC,1906.0,20250716
NL,2023,R0060,Commutations,DB,2888.0,20250716
NL,2023,R0060,Commutations,DC,5347.0,20250716
NL,2023,R0070,Other exits,DB,3353971.0,20250716
NL,2023,R0070,Other exits,DC,183729.0,20250716
NL,2023,R0080,New beneficiaries,DB,313225.0,20250716
NL,2023,R0080,New beneficiaries,DC,,20250716
NL,2023,R0090,of which new retired members,DB,224783.0,20250716
NL,2023,R0090,of which new retired members,DC,,20250716
NL,2024,R0008,Active members,DB,6723419.0,20250716
NL,2024,R0008,Active members,DC,604118.0,20250716
NL,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
NL,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
NL,2024,R0010,Active members reported by non-exempted IORPs,DB,6723419.0,20250716
NL,2024,R0010,Active members reported by non-exempted IORPs,DC,604118.0,20250716
NL,2024,R0018,Deferred members,DB,8622993.0,20250716
NL,2024,R0018,Deferred members,DC,706543.0,20250716
NL,2024,R0019,Deferred members reported by exempted IORPs,DB,,20250716
NL,2024,R0019,Deferred members reported by exempted IORPs,DC,,20250716
NL,2024,R0020,Deferred members reported by non-exempted IORPs,DB,8622993.0,20250716
NL,2024,R0020,Deferred members reported by non-exempted IORPs,DC,706543.0,20250716
NL,2024,R0028,Beneficiaries,DB,4000830.0,20250716
NL,2024,R0028,Beneficiaries,DC,,20250716
NL,2024,R0029,Beneficiaries reported by exempted IORPs,DB,,20250716
NL,2024,R0029,Beneficiaries reported by exempted IORPs,DC,,20250716
NL,2024,R0030,Beneficiaries reported by non-exempted IORPs,DB,4000830.0,20250716
NL,2024,R0030,Beneficiaries reported by non-exempted IORPs,DC,,20250716
NL,2024,R0040,New members,DB,1887834.0,20250716
NL,2024,R0040,New members,DC,109352.0,20250716
NL,2024,R0050,Deaths,DB,37584.0,20250716
NL,2024,R0050,Deaths,DC,810.0,20250716
NL,2024,R0060,Commutations,DB,3015.0,20250716
NL,2024,R0060,Commutations,DC,823.0,20250716
NL,2024,R0070,Other exits,DB,2701466.0,20250716
NL,2024,R0070,Other exits,DC,69680.0,20250716
NL,2024,R0080,New beneficiaries,DB,347218.0,20250716
NL,2024,R0080,New beneficiaries,DC,,20250716
NL,2024,R0090,of which new retired members,DB,256762.0,20250716
NL,2024,R0090,of which new retired members,DC,,20250716
NO,2020,R0008,Active members,no split available,215710.0,20250716
NO,2020,R0009,Active members reported by exempted IORPs,no split available,,20250716
NO,2020,R0010,Active members reported by non-exempted IORPs,no split available,215710.0,20250716
NO,2020,R0018,Deferred members,no split available,202776.0,20250716
NO,2020,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
NO,2020,R0020,Deferred members reported by non-exempted IORPs,no split available,202776.0,20250716
NO,2020,R0028,Beneficiaries,no split available,104292.0,20250716
NO,2020,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
NO,2020,R0030,Beneficiaries reported by non-exempted IORPs,no split available,104292.0,20250716
NO,2020,R0040,New members,no split available,33748.0,20250716
NO,2020,R0050,Deaths,no split available,4223.0,20250716
NO,2020,R0060,Commutations,no split available,8235.0,20250716
NO,2020,R0070,Other exits,no split available,13135.0,20250716
NO,2020,R0080,New beneficiaries,no split available,10462.0,20250716
NO,2020,R0090,of which new retired members,no split available,7187.0,20250716
NO,2021,R0008,Active members,no split available,235922.0,20250716
NO,2021,R0009,Active members reported by exempted IORPs,no split available,,20250716
NO,2021,R0010,Active members reported by non-exempted IORPs,no split available,235922.0,20250716
NO,2021,R0018,Deferred members,no split available,227535.0,20250716
NO,2021,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
NO,2021,R0020,Deferred members reported by non-exempted IORPs,no split available,227535.0,20250716
NO,2021,R0028,Beneficiaries,no split available,107515.0,20250716
NO,2021,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
NO,2021,R0030,Beneficiaries reported by non-exempted IORPs,no split available,107515.0,20250716
NO,2021,R0040,New members,no split available,42518.0,20250716
NO,2021,R0050,Deaths,no split available,4289.0,20250716
NO,2021,R0060,Commutations,no split available,9742.0,20250716
NO,2021,R0070,Other exits,no split available,10076.0,20250716
NO,2021,R0080,New beneficiaries,no split available,9004.0,20250716
NO,2021,R0090,of which new retired members,no split available,5830.0,20250716
NO,2022,R0008,Active members,no split available,273083.0,20250716
NO,2022,R0009,Active members reported by exempted IORPs,no split available,,20250716
NO,2022,R0010,Active members reported by non-exempted IORPs,no split available,273083.0,20250716
NO,2022,R0018,Deferred members,no split available,276258.0,20250716
NO,2022,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
NO,2022,R0020,Deferred members reported by non-exempted IORPs,no split available,276258.0,20250716
NO,2022,R0028,Beneficiaries,no split available,111680.0,20250716
NO,2022,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
NO,2022,R0030,Beneficiaries reported by non-exempted IORPs,no split available,111680.0,20250716
NO,2022,R0040,New members,no split available,64891.0,20250716
NO,2022,R0050,Deaths,no split available,5085.0,20250716
NO,2022,R0060,Commutations,no split available,3654.0,20250716
NO,2022,R0070,Other exits,no split available,10387.0,20250716
NO,2022,R0080,New beneficiaries,no split available,10871.0,20250716
NO,2022,R0090,of which new retired members,no split available,6572.0,20250716
NO,2023,R0008,Active members,no split available,303261.0,20250716
NO,2023,R0009,Active members reported by exempted IORPs,no split available,,20250716
NO,2023,R0010,Active members reported by non-exempted IORPs,no split available,303261.0,20250716
NO,2023,R0018,Deferred members,no split available,251476.0,20250716
NO,2023,R0019,Deferred members reported by exempted IORPs,no split available,,20250716
NO,2023,R0020,Deferred members reported by non-exempted IORPs,no split available,251476.0,20250716
NO,2023,R0028,Beneficiaries,no split available,114398.0,20250716
NO,2023,R0029,Beneficiaries reported by exempted IORPs,no split available,,20250716
NO,2023,R0030,Beneficiaries reported by non-exempted IORPs,no split available,114398.0,20250716
NO,2023,R0040,New members,no split available,54057.0,20250716
NO,2023,R0050,Deaths,no split available,4979.0,20250716
NO,2023,R0060,Commutations,no split available,4237.0,20250716
NO,2023,R0070,Other exits,no split available,11311.0,20250716
NO,2023,R0080,New beneficiaries,no split available,10869.0,20250716
NO,2023,R0090,of which new retired members,no split available,6382.0,20250716
NO,2024,R0008,Active members,DB,212057.0,20250716
NO,2024,R0008,Active members,DC,,20250716
NO,2024,R0009,Active members reported by exempted IORPs,DB,,20250716
NO,2024,R0009,Active members reported by exempted IORPs,DC,,20250716
NO,2024,R0010,Active members reported by non-exempted IORPs,DB,212057.0,20250716
NO,2024,R0010,Active members reported by non-exempted IORPs,DC,,20250716
NO,2024,R0018,Deferred members,DB,278830.0,20250716
NO,2024,R0018,Deferred members,DC,,20250716
