Reporting country,Reference period,Item code,Item name,IORP type,Value (euro millions),Date of extraction (yyyymmdd)
BE,2022,R0319,Total liabilities reported by exempted IORPs,DB,,20250716
BE,2022,R0319,Total liabilities reported by exempted IORPs,DC,,20250716
BE,2022,R0320,Total liabilities reported by non-exempted IORPs,DB,31668.720922,20250716
BE,2022,R0320,Total liabilities reported by non-exempted IORPs,DC,605.189378,20250716
BE,2022,R0330,Regulatory own funds,DB,188.57601,20250716
BE,2022,R0330,Regulatory own funds,DC,0.5148,20250716
BE,2022,R0340,Reserves,DB,4475.309455,20250716
BE,2022,R0340,Reserves,DC,0.947442,20250716
BE,2022,R0350,Statutory,DB,0.0,20250716
BE,2022,R0350,Statutory,DC,,20250716
BE,2022,R0360,Free,DB,4475.309455,20250716
BE,2022,R0360,Free,DC,0.947442,20250716
BE,2022,R0370,Profit reserves,DB,0.0,20250716
BE,2022,R0370,Profit reserves,DC,,20250716
BE,2023,R0010,Investments,DB,39013.753703,20250716
BE,2023,R0010,Investments,DC,854.20461,20250716
BE,2023,R0018,Property (other than for own use),DB,34.357624,20250716
BE,2023,R0018,Property (other than for own use),DC,,20250716
BE,2023,R0019,Property (other than for own use) reported by exempted IORPs,DB,,20250716
BE,2023,R0019,Property (other than for own use) reported by exempted IORPs,DC,,20250716
BE,2023,R0020,Property (other than for own use) reported by non-exempted IORPs,DB,34.357624,20250716
BE,2023,R0020,Property (other than for own use) reported by non-exempted IORPs,DC,,20250716
BE,2023,R0028,Equities,DB,2092.00569,20250716
BE,2023,R0028,Equities,DC,0.0,20250716
BE,2023,R0029,Equities reported by exempted IORPs,DB,,20250716
BE,2023,R0029,Equities reported by exempted IORPs,DC,,20250716
BE,2023,R0030,Equities reported by non-exempted IORPs,DB,2092.00569,20250716
BE,2023,R0030,Equities reported by non-exempted IORPs,DC,0.0,20250716
BE,2023,R0040,Equities - listed,DB,1990.771752,20250716
BE,2023,R0040,Equities - listed,DC,,20250716
BE,2023,R0050,Equities - unlisted,DB,101.233938,20250716
BE,2023,R0050,Equities - unlisted,DC,,20250716
BE,2023,R0058,Bonds,DB,4178.057326,20250716
BE,2023,R0058,Bonds,DC,0.0,20250716
BE,2023,R0059,Bonds reported by exempted IORPs,DB,,20250716
BE,2023,R0059,Bonds reported by exempted IORPs,DC,,20250716
BE,2023,R0060,Bonds reported by non-exempted IORPs,DB,4178.057326,20250716
BE,2023,R0060,Bonds reported by non-exempted IORPs,DC,0.0,20250716
BE,2023,R0070,Government Bonds,DB,2343.958182,20250716
BE,2023,R0070,Government Bonds,DC,,20250716
BE,2023,R0080,Corporate Bonds,DB,1772.132121,20250716
BE,2023,R0080,Corporate Bonds,DC,0.0,20250716
BE,2023,R0090,Financial,DB,726.367703,20250716
BE,2023,R0090,Financial,DC,,20250716
BE,2023,R0100,Non-financial,DB,1045.764418,20250716
BE,2023,R0100,Non-financial,DC,,20250716
BE,2023,R0110,Bonds other than Government Bonds and Corporate Bonds,DB,61.967023,20250716
BE,2023,R0110,Bonds other than Government Bonds and Corporate Bonds,DC,,20250716
BE,2023,R0118,Collective investment undertaking,DB,32480.048946,20250716
BE,2023,R0118,Collective investment undertaking,DC,854.20461,20250716
BE,2023,R0119,Collective investment undertaking reported by exempted IORPs,DB,,20250716
BE,2023,R0119,Collective investment undertaking reported by exempted IORPs,DC,,20250716
BE,2023,R0120,Collective investment undertaking reported by non-exempted IORPs,DB,32480.048946,20250716
BE,2023,R0120,Collective investment undertaking reported by non-exempted IORPs,DC,854.20461,20250716
BE,2023,R0130,Bonds,DB,14034.68691,20250716
BE,2023,R0130,Bonds,DC,134.634206,20250716
BE,2023,R0140,Equity,DB,12250.634366,20250716
BE,2023,R0140,Equity,DC,387.515417,20250716
BE,2023,R0150,Mixed,DB,2831.12438,20250716
BE,2023,R0150,Mixed,DC,249.441244,20250716
BE,2023,R0160,Real estate,DB,627.726128,20250716
BE,2023,R0160,Real estate,DC,4.031909,20250716
BE,2023,R0170,Alternative funds,DB,1869.5705,20250716
BE,2023,R0170,Alternative funds,DC,49.215583,20250716
BE,2023,R0180,Other investment funds/shares,DB,866.306662,20250716
BE,2023,R0180,Other investment funds/shares,DC,29.366251,20250716
BE,2023,R0190,Derivatives,DB,55.500137,20250716
BE,2023,R0190,Derivatives,DC,,20250716
BE,2023,R0200,Other investments,DB,173.78398,20250716
BE,2023,R0200,Other investments,DC,,20250716
BE,2023,R0210,Loans and mortgages,DB,101.359293,20250716
BE,2023,R0210,Loans and mortgages,DC,0.0,20250716
BE,2023,R0220,Mortgages,DB,2.562222,20250716
BE,2023,R0220,Mortgages,DC,,20250716
BE,2023,R0230,Loans,DB,98.797071,20250716
BE,2023,R0230,Loans,DC,,20250716
BE,2023,R0240,(Re)insurance recoverables,DB,365.284512,20250716
BE,2023,R0240,(Re)insurance recoverables,DC,1.229846,20250716
BE,2023,R0250,Cash and Cash equivalents,DB,767.402076,20250716
BE,2023,R0250,Cash and Cash equivalents,DC,39.809904,20250716
BE,2023,R0258,"Any other assets, not elsewhere shown",DB,351.442006,20250716
BE,2023,R0258,"Any other assets, not elsewhere shown",DC,15.888104,20250716
BE,2023,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",DB,,20250716
BE,2023,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",DC,,20250716
BE,2023,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",DB,351.442006,20250716
BE,2023,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",DC,15.888104,20250716
BE,2023,R0268,Total assets,DB,40599.24159,20250716
BE,2023,R0268,Total assets,DC,911.132464,20250716
BE,2023,R0269,Total assets reported by exempted IORPs,DB,,20250716
BE,2023,R0269,Total assets reported by exempted IORPs,DC,,20250716
BE,2023,R0270,Total assets reported by non-exempted IORPs,DB,40599.24159,20250716
BE,2023,R0270,Total assets reported by non-exempted IORPs,DC,911.132464,20250716
BE,2023,R0280,Technical provisions,DB,33079.915242,20250716
BE,2023,R0280,Technical provisions,DC,901.346855,20250716
BE,2023,R0290,Margin for adverse deviation,DB,0.0,20250716
BE,2023,R0290,Margin for adverse deviation,DC,,20250716
BE,2023,R0300,(Re)insurance payables,DB,101.716327,20250716
BE,2023,R0300,(Re)insurance payables,DC,1.346091,20250716
BE,2023,R0310,"Any other liabilities, not elsewhere shown",DB,198.763701,20250716
BE,2023,R0310,"Any other liabilities, not elsewhere shown",DC,7.280115,20250716
BE,2023,R0318,Total liabilities,DB,33380.39527,20250716
BE,2023,R0318,Total liabilities,DC,909.973061,20250716
BE,2023,R0319,Total liabilities reported by exempted IORPs,DB,,20250716
BE,2023,R0319,Total liabilities reported by exempted IORPs,DC,,20250716
BE,2023,R0320,Total liabilities reported by non-exempted IORPs,DB,33380.39527,20250716
BE,2023,R0320,Total liabilities reported by non-exempted IORPs,DC,909.973061,20250716
BE,2023,R0330,Regulatory own funds,DB,190.594495,20250716
BE,2023,R0330,Regulatory own funds,DC,0.0,20250716
BE,2023,R0340,Reserves,DB,7028.251831,20250716
BE,2023,R0340,Reserves,DC,1.159402,20250716
BE,2023,R0350,Statutory,DB,0.0,20250716
BE,2023,R0350,Statutory,DC,,20250716
BE,2023,R0360,Free,DB,7028.251831,20250716
BE,2023,R0360,Free,DC,1.159402,20250716
BE,2023,R0370,Profit reserves,DB,0.0,20250716
BE,2023,R0370,Profit reserves,DC,,20250716
BE,2024,R0010,Investments,DB,41777.188328,20250716
BE,2024,R0010,Investments,DC,995.189229,20250716
BE,2024,R0018,Property (other than for own use),DB,34.78597,20250716
BE,2024,R0018,Property (other than for own use),DC,,20250716
BE,2024,R0019,Property (other than for own use) reported by exempted IORPs,DB,,20250716
BE,2024,R0019,Property (other than for own use) reported by exempted IORPs,DC,,20250716
BE,2024,R0020,Property (other than for own use) reported by non-exempted IORPs,DB,34.78597,20250716
BE,2024,R0020,Property (other than for own use) reported by non-exempted IORPs,DC,,20250716
BE,2024,R0028,Equities,DB,2305.975862,20250716
BE,2024,R0028,Equities,DC,0.0,20250716
BE,2024,R0029,Equities reported by exempted IORPs,DB,,20250716
BE,2024,R0029,Equities reported by exempted IORPs,DC,,20250716
BE,2024,R0030,Equities reported by non-exempted IORPs,DB,2305.975862,20250716
BE,2024,R0030,Equities reported by non-exempted IORPs,DC,0.0,20250716
BE,2024,R0040,Equities - listed,DB,2205.349262,20250716
BE,2024,R0040,Equities - listed,DC,,20250716
BE,2024,R0050,Equities - unlisted,DB,100.6266,20250716
BE,2024,R0050,Equities - unlisted,DC,,20250716
BE,2024,R0058,Bonds,DB,4771.288276,20250716
BE,2024,R0058,Bonds,DC,0.0,20250716
BE,2024,R0059,Bonds reported by exempted IORPs,DB,,20250716
BE,2024,R0059,Bonds reported by exempted IORPs,DC,,20250716
BE,2024,R0060,Bonds reported by non-exempted IORPs,DB,4771.288276,20250716
BE,2024,R0060,Bonds reported by non-exempted IORPs,DC,0.0,20250716
BE,2024,R0070,Government Bonds,DB,2520.985108,20250716
BE,2024,R0070,Government Bonds,DC,,20250716
BE,2024,R0080,Corporate Bonds,DB,2140.516352,20250716
BE,2024,R0080,Corporate Bonds,DC,0.0,20250716
BE,2024,R0090,Financial,DB,807.621263,20250716
BE,2024,R0090,Financial,DC,,20250716
BE,2024,R0100,Non-financial,DB,1332.895089,20250716
BE,2024,R0100,Non-financial,DC,,20250716
BE,2024,R0110,Bonds other than Government Bonds and Corporate Bonds,DB,109.786816,20250716
BE,2024,R0110,Bonds other than Government Bonds and Corporate Bonds,DC,,20250716
BE,2024,R0118,Collective investment undertaking,DB,34481.496816,20250716
BE,2024,R0118,Collective investment undertaking,DC,995.189229,20250716
BE,2024,R0119,Collective investment undertaking reported by exempted IORPs,DB,,20250716
BE,2024,R0119,Collective investment undertaking reported by exempted IORPs,DC,,20250716
BE,2024,R0120,Collective investment undertaking reported by non-exempted IORPs,DB,34481.496816,20250716
BE,2024,R0120,Collective investment undertaking reported by non-exempted IORPs,DC,995.189229,20250716
BE,2024,R0130,Bonds,DB,14638.648375,20250716
BE,2024,R0130,Bonds,DC,160.785602,20250716
BE,2024,R0140,Equity,DB,13380.795543,20250716
BE,2024,R0140,Equity,DC,571.119143,20250716
BE,2024,R0150,Mixed,DB,3118.215062,20250716
BE,2024,R0150,Mixed,DC,164.429902,20250716
BE,2024,R0160,Real estate,DB,559.318521,20250716
BE,2024,R0160,Real estate,DC,4.350538,20250716
BE,2024,R0170,Alternative funds,DB,1942.538652,20250716
BE,2024,R0170,Alternative funds,DC,42.873863,20250716
BE,2024,R0180,Other investment funds/shares,DB,841.980663,20250716
BE,2024,R0180,Other investment funds/shares,DC,51.630181,20250716
BE,2024,R0190,Derivatives,DB,16.380662,20250716
BE,2024,R0190,Derivatives,DC,,20250716
BE,2024,R0200,Other investments,DB,167.260742,20250716
BE,2024,R0200,Other investments,DC,,20250716
BE,2024,R0210,Loans and mortgages,DB,96.732658,20250716
BE,2024,R0210,Loans and mortgages,DC,0.0,20250716
BE,2024,R0220,Mortgages,DB,3.012471,20250716
BE,2024,R0220,Mortgages,DC,,20250716
BE,2024,R0230,Loans,DB,93.720187,20250716
BE,2024,R0230,Loans,DC,,20250716
BE,2024,R0240,(Re)insurance recoverables,DB,365.372311,20250716
BE,2024,R0240,(Re)insurance recoverables,DC,124.47384,20250716
BE,2024,R0250,Cash and Cash equivalents,DB,639.684803,20250716
BE,2024,R0250,Cash and Cash equivalents,DC,38.719265,20250716
BE,2024,R0258,"Any other assets, not elsewhere shown",DB,374.37658,20250716
BE,2024,R0258,"Any other assets, not elsewhere shown",DC,1.537545,20250716
BE,2024,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",DB,,20250716
BE,2024,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",DC,,20250716
BE,2024,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",DB,374.37658,20250716
BE,2024,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",DC,1.537545,20250716
BE,2024,R0268,Total assets,DB,43253.35468,20250716
BE,2024,R0268,Total assets,DC,1159.919879,20250716
BE,2024,R0269,Total assets reported by exempted IORPs,DB,,20250716
BE,2024,R0269,Total assets reported by exempted IORPs,DC,,20250716
BE,2024,R0270,Total assets reported by non-exempted IORPs,DB,43253.35468,20250716
BE,2024,R0270,Total assets reported by non-exempted IORPs,DC,1159.919879,20250716
BE,2024,R0280,Technical provisions,DB,34041.977426,20250716
BE,2024,R0280,Technical provisions,DC,1031.052259,20250716
BE,2024,R0290,Margin for adverse deviation,DB,0.0,20250716
BE,2024,R0290,Margin for adverse deviation,DC,,20250716
BE,2024,R0300,(Re)insurance payables,DB,89.504687,20250716
BE,2024,R0300,(Re)insurance payables,DC,0.012758,20250716
BE,2024,R0310,"Any other liabilities, not elsewhere shown",DB,220.803636,20250716
BE,2024,R0310,"Any other liabilities, not elsewhere shown",DC,3.640466,20250716
BE,2024,R0318,Total liabilities,DB,34352.285749,20250716
BE,2024,R0318,Total liabilities,DC,1034.705483,20250716
BE,2024,R0319,Total liabilities reported by exempted IORPs,DB,,20250716
BE,2024,R0319,Total liabilities reported by exempted IORPs,DC,,20250716
BE,2024,R0320,Total liabilities reported by non-exempted IORPs,DB,34352.285749,20250716
BE,2024,R0320,Total liabilities reported by non-exempted IORPs,DC,1034.705483,20250716
BE,2024,R0330,Regulatory own funds,DB,213.646861,20250716
BE,2024,R0330,Regulatory own funds,DC,0.652602,20250716
BE,2024,R0340,Reserves,DB,8687.422076,20250716
BE,2024,R0340,Reserves,DC,124.561792,20250716
BE,2024,R0350,Statutory,DB,0.0,20250716
BE,2024,R0350,Statutory,DC,,20250716
BE,2024,R0360,Free,DB,8687.422076,20250716
BE,2024,R0360,Free,DC,124.561792,20250716
BE,2024,R0370,Profit reserves,DB,0.0,20250716
BE,2024,R0370,Profit reserves,DC,,20250716
DE,2020,R0010,Investments,no split available,266597.848533,20250716
DE,2020,R0018,Property (other than for own use),no split available,8225.628294,20250716
DE,2020,R0019,Property (other than for own use) reported by exempted IORPs,no split available,,20250716
DE,2020,R0020,Property (other than for own use) reported by non-exempted IORPs,no split available,8225.628294,20250716
DE,2020,R0028,Equities,no split available,3076.487787,20250716
DE,2020,R0029,Equities reported by exempted IORPs,no split available,,20250716
DE,2020,R0030,Equities reported by non-exempted IORPs,no split available,3076.487787,20250716
DE,2020,R0040,Equities - listed,no split available,68.648166,20250716
DE,2020,R0050,Equities - unlisted,no split available,3007.839622,20250716
DE,2020,R0058,Bonds,no split available,99676.53935,20250716
DE,2020,R0059,Bonds reported by exempted IORPs,no split available,,20250716
DE,2020,R0060,Bonds reported by non-exempted IORPs,no split available,99676.53935,20250716
DE,2020,R0070,Government Bonds,no split available,34609.508409,20250716
DE,2020,R0080,Corporate Bonds,no split available,61568.495341,20250716
DE,2020,R0090,Financial,no split available,51014.905961,20250716
DE,2020,R0100,Non-financial,no split available,10553.589379,20250716
DE,2020,R0110,Bonds other than Government Bonds and Corporate Bonds,no split available,3498.5356,20250716
DE,2020,R0118,Collective investment undertaking,no split available,154089.741845,20250716
DE,2020,R0119,Collective investment undertaking reported by exempted IORPs,no split available,,20250716
DE,2020,R0120,Collective investment undertaking reported by non-exempted IORPs,no split available,154089.741845,20250716
DE,2020,R0130,Bonds,no split available,38421.122775,20250716
DE,2020,R0140,Equity,no split available,18070.293248,20250716
DE,2020,R0150,Mixed,no split available,61202.650066,20250716
DE,2020,R0160,Real estate,no split available,9658.793128,20250716
DE,2020,R0170,Alternative funds,no split available,5420.234885,20250716
DE,2020,R0180,Other investment funds/shares,no split available,21316.647743,20250716
DE,2020,R0190,Derivatives,no split available,159.675976,20250716
DE,2020,R0200,Other investments,no split available,1369.775279,20250716
DE,2020,R0210,Loans and mortgages,no split available,3078.450477,20250716
DE,2020,R0220,Mortgages,no split available,1829.742996,20250716
DE,2020,R0230,Loans,no split available,1248.707481,20250716
DE,2020,R0240,(Re)insurance recoverables,no split available,11856.103684,20250716
DE,2020,R0250,Cash and Cash equivalents,no split available,1523.370786,20250716
DE,2020,R0258,"Any other assets, not elsewhere shown",no split available,1699.988932,20250716
DE,2020,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",no split available,,20250716
DE,2020,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",no split available,1699.988932,20250716
DE,2020,R0268,Total assets,no split available,284755.762411,20250716
DE,2020,R0269,Total assets reported by exempted IORPs,no split available,,20250716
DE,2020,R0270,Total assets reported by non-exempted IORPs,no split available,284755.762411,20250716
DE,2020,R0280,Technical provisions,no split available,224216.769264,20250716
DE,2020,R0290,Margin for adverse deviation,no split available,0.0,20250716
DE,2020,R0300,(Re)insurance payables,no split available,15.415827,20250716
DE,2020,R0310,"Any other liabilities, not elsewhere shown",no split available,9017.110208,20250716
DE,2020,R0318,Total liabilities,no split available,233249.295299,20250716
DE,2020,R0319,Total liabilities reported by exempted IORPs,no split available,,20250716
DE,2020,R0320,Total liabilities reported by non-exempted IORPs,no split available,233249.295299,20250716
DE,2020,R0330,Regulatory own funds,no split available,10107.782339,20250716
DE,2020,R0340,Reserves,no split available,6467.97918,20250716
DE,2020,R0350,Statutory,no split available,5613.196616,20250716
DE,2020,R0360,Free,no split available,854.782565,20250716
DE,2020,R0370,Profit reserves,no split available,2269.834058,20250716
DE,2021,R0010,Investments,no split available,275673.7247,20250716
DE,2021,R0018,Property (other than for own use),no split available,7682.85408,20250716
DE,2021,R0019,Property (other than for own use) reported by exempted IORPs,no split available,,20250716
DE,2021,R0020,Property (other than for own use) reported by non-exempted IORPs,no split available,7682.85408,20250716
DE,2021,R0028,Equities,no split available,3663.912598,20250716
DE,2021,R0029,Equities reported by exempted IORPs,no split available,,20250716
DE,2021,R0030,Equities reported by non-exempted IORPs,no split available,3663.912598,20250716
DE,2021,R0040,Equities - listed,no split available,89.697548,20250716
DE,2021,R0050,Equities - unlisted,no split available,3574.21505,20250716
DE,2021,R0058,Bonds,no split available,92750.102823,20250716
DE,2021,R0059,Bonds reported by exempted IORPs,no split available,,20250716
DE,2021,R0060,Bonds reported by non-exempted IORPs,no split available,92750.102823,20250716
DE,2021,R0070,Government Bonds,no split available,31664.751536,20250716
DE,2021,R0080,Corporate Bonds,no split available,57078.354534,20250716
DE,2021,R0090,Financial,no split available,47440.975773,20250716
DE,2021,R0100,Non-financial,no split available,9637.378761,20250716
DE,2021,R0110,Bonds other than Government Bonds and Corporate Bonds,no split available,4006.996754,20250716
DE,2021,R0118,Collective investment undertaking,no split available,168886.302504,20250716
DE,2021,R0119,Collective investment undertaking reported by exempted IORPs,no split available,,20250716
DE,2021,R0120,Collective investment undertaking reported by non-exempted IORPs,no split available,168886.302504,20250716
DE,2021,R0130,Bonds,no split available,38937.238821,20250716
DE,2021,R0140,Equity,no split available,21153.841816,20250716
DE,2021,R0150,Mixed,no split available,64436.222124,20250716
DE,2021,R0160,Real estate,no split available,13744.901495,20250716
DE,2021,R0170,Alternative funds,no split available,7485.163365,20250716
DE,2021,R0180,Other investment funds/shares,no split available,23128.934883,20250716
DE,2021,R0190,Derivatives,no split available,102.385184,20250716
DE,2021,R0200,Other investments,no split available,2588.167512,20250716
DE,2021,R0210,Loans and mortgages,no split available,2700.452262,20250716
DE,2021,R0220,Mortgages,no split available,1809.464121,20250716
DE,2021,R0230,Loans,no split available,890.988141,20250716
DE,2021,R0240,(Re)insurance recoverables,no split available,12373.80177,20250716
DE,2021,R0250,Cash and Cash equivalents,no split available,1692.234686,20250716
DE,2021,R0258,"Any other assets, not elsewhere shown",no split available,1794.404864,20250716
DE,2021,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",no split available,,20250716
DE,2021,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",no split available,1794.404864,20250716
DE,2021,R0268,Total assets,no split available,294234.618282,20250716
DE,2021,R0269,Total assets reported by exempted IORPs,no split available,,20250716
DE,2021,R0270,Total assets reported by non-exempted IORPs,no split available,294234.618282,20250716
DE,2021,R0280,Technical provisions,no split available,234690.393761,20250716
DE,2021,R0290,Margin for adverse deviation,no split available,0.0,20250716
DE,2021,R0300,(Re)insurance payables,no split available,23.646597,20250716
DE,2021,R0310,"Any other liabilities, not elsewhere shown",no split available,8586.70158,20250716
DE,2021,R0318,Total liabilities,no split available,243300.741939,20250716
DE,2021,R0319,Total liabilities reported by exempted IORPs,no split available,,20250716
DE,2021,R0320,Total liabilities reported by non-exempted IORPs,no split available,243300.741939,20250716
DE,2021,R0330,Regulatory own funds,no split available,11123.462422,20250716
DE,2021,R0340,Reserves,no split available,6829.978726,20250716
DE,2021,R0350,Statutory,no split available,5913.64616,20250716
DE,2021,R0360,Free,no split available,916.332567,20250716
DE,2021,R0370,Profit reserves,no split available,2472.046909,20250716
DE,2022,R0010,Investments,no split available,241454.444154,20250716
DE,2022,R0018,Property (other than for own use),no split available,7921.510772,20250716
DE,2022,R0019,Property (other than for own use) reported by exempted IORPs,no split available,,20250716
DE,2022,R0020,Property (other than for own use) reported by non-exempted IORPs,no split available,7921.510772,20250716
DE,2022,R0028,Equities,no split available,5575.023121,20250716
DE,2022,R0029,Equities reported by exempted IORPs,no split available,,20250716
DE,2022,R0030,Equities reported by non-exempted IORPs,no split available,5575.023121,20250716
DE,2022,R0040,Equities - listed,no split available,75.887065,20250716
DE,2022,R0050,Equities - unlisted,no split available,5499.136055,20250716
DE,2022,R0058,Bonds,no split available,73733.177753,20250716
DE,2022,R0059,Bonds reported by exempted IORPs,no split available,,20250716
DE,2022,R0060,Bonds reported by non-exempted IORPs,no split available,73733.177753,20250716
DE,2022,R0070,Government Bonds,no split available,22707.611226,20250716
DE,2022,R0080,Corporate Bonds,no split available,47271.303352,20250716
DE,2022,R0090,Financial,no split available,38649.940996,20250716
DE,2022,R0100,Non-financial,no split available,8621.362356,20250716
DE,2022,R0110,Bonds other than Government Bonds and Corporate Bonds,no split available,3754.263174,20250716
DE,2022,R0118,Collective investment undertaking,no split available,151609.131454,20250716
DE,2022,R0119,Collective investment undertaking reported by exempted IORPs,no split available,,20250716
DE,2022,R0120,Collective investment undertaking reported by non-exempted IORPs,no split available,151609.131454,20250716
DE,2022,R0130,Bonds,no split available,33428.687902,20250716
DE,2022,R0140,Equity,no split available,19325.051889,20250716
DE,2022,R0150,Mixed,no split available,54277.140701,20250716
DE,2022,R0160,Real estate,no split available,14847.335049,20250716
DE,2022,R0170,Alternative funds,no split available,8832.0638,20250716
DE,2022,R0180,Other investment funds/shares,no split available,20898.852113,20250716
DE,2022,R0190,Derivatives,no split available,21.52316,20250716
DE,2022,R0200,Other investments,no split available,2594.077894,20250716
DE,2022,R0210,Loans and mortgages,no split available,2178.250938,20250716
DE,2022,R0220,Mortgages,no split available,1402.41144,20250716
DE,2022,R0230,Loans,no split available,775.839498,20250716
DE,2022,R0240,(Re)insurance recoverables,no split available,13051.753023,20250716
DE,2022,R0250,Cash and Cash equivalents,no split available,1805.644597,20250716
DE,2022,R0258,"Any other assets, not elsewhere shown",no split available,1945.4509,20250716
DE,2022,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",no split available,,20250716
DE,2022,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",no split available,1945.4509,20250716
DE,2022,R0268,Total assets,no split available,260435.543613,20250716
DE,2022,R0269,Total assets reported by exempted IORPs,no split available,,20250716
DE,2022,R0270,Total assets reported by non-exempted IORPs,no split available,260435.543613,20250716
DE,2022,R0280,Technical provisions,no split available,236527.425205,20250716
DE,2022,R0290,Margin for adverse deviation,no split available,0.0,20250716
DE,2022,R0300,(Re)insurance payables,no split available,241.503971,20250716
DE,2022,R0310,"Any other liabilities, not elsewhere shown",no split available,9488.442679,20250716
DE,2022,R0318,Total liabilities,no split available,246257.371855,20250716
DE,2022,R0319,Total liabilities reported by exempted IORPs,no split available,,20250716
DE,2022,R0320,Total liabilities reported by non-exempted IORPs,no split available,246257.371855,20250716
DE,2022,R0330,Regulatory own funds,no split available,11359.292927,20250716
DE,2022,R0340,Reserves,no split available,7046.755802,20250716
DE,2022,R0350,Statutory,no split available,6101.462339,20250716
DE,2022,R0360,Free,no split available,945.293463,20250716
DE,2022,R0370,Profit reserves,no split available,2484.919107,20250716
DE,2023,R0010,Investments,no split available,256693.860081,20250716
DE,2023,R0018,Property (other than for own use),no split available,7894.521533,20250716
DE,2023,R0019,Property (other than for own use) reported by exempted IORPs,no split available,,20250716
DE,2023,R0020,Property (other than for own use) reported by non-exempted IORPs,no split available,7894.521533,20250716
DE,2023,R0028,Equities,no split available,4073.73514,20250716
DE,2023,R0029,Equities reported by exempted IORPs,no split available,,20250716
DE,2023,R0030,Equities reported by non-exempted IORPs,no split available,4073.73514,20250716
DE,2023,R0040,Equities - listed,no split available,80.22692,20250716
DE,2023,R0050,Equities - unlisted,no split available,3993.50822,20250716
DE,2023,R0058,Bonds,no split available,82783.833327,20250716
DE,2023,R0059,Bonds reported by exempted IORPs,no split available,,20250716
DE,2023,R0060,Bonds reported by non-exempted IORPs,no split available,82783.833327,20250716
DE,2023,R0070,Government Bonds,no split available,27118.629434,20250716
DE,2023,R0080,Corporate Bonds,no split available,52304.052288,20250716
DE,2023,R0090,Financial,no split available,42501.97736,20250716
DE,2023,R0100,Non-financial,no split available,9802.074928,20250716
DE,2023,R0110,Bonds other than Government Bonds and Corporate Bonds,no split available,3361.151605,20250716
DE,2023,R0118,Collective investment undertaking,no split available,160466.275364,20250716
DE,2023,R0119,Collective investment undertaking reported by exempted IORPs,no split available,,20250716
DE,2023,R0120,Collective investment undertaking reported by non-exempted IORPs,no split available,160466.275364,20250716
DE,2023,R0130,Bonds,no split available,34142.189033,20250716
DE,2023,R0140,Equity,no split available,20284.449371,20250716
DE,2023,R0150,Mixed,no split available,59769.406139,20250716
DE,2023,R0160,Real estate,no split available,14582.174602,20250716
DE,2023,R0170,Alternative funds,no split available,10002.086687,20250716
DE,2023,R0180,Other investment funds/shares,no split available,21685.969532,20250716
DE,2023,R0190,Derivatives,no split available,75.253572,20250716
DE,2023,R0200,Other investments,no split available,1400.241145,20250716
DE,2023,R0210,Loans and mortgages,no split available,2091.228288,20250716
DE,2023,R0220,Mortgages,no split available,1378.929113,20250716
DE,2023,R0230,Loans,no split available,712.299175,20250716
DE,2023,R0240,(Re)insurance recoverables,no split available,13167.106147,20250716
DE,2023,R0250,Cash and Cash equivalents,no split available,1853.452786,20250716
DE,2023,R0258,"Any other assets, not elsewhere shown",no split available,1885.984432,20250716
DE,2023,R0259,"Any other assets, not elsewhere shown reported by exempted IORPs",no split available,,20250716
DE,2023,R0260,"Any other assets, not elsewhere shown reported by non-exempted IORPs",no split available,1885.984432,20250716
DE,2023,R0268,Total assets,no split available,275691.631734,20250716
DE,2023,R0269,Total assets reported by exempted IORPs,no split available,,20250716
DE,2023,R0270,Total assets reported by non-exempted IORPs,no split available,275691.631734,20250716
DE,2023,R0280,Technical provisions,no split available,243049.487315,20250716
DE,2023,R0290,Margin for adverse deviation,no split available,0.0,20250716
DE,2023,R0300,(Re)insurance payables,no split available,175.946405,20250716
DE,2023,R0310,"Any other liabilities, not elsewhere shown",no split available,9561.436888,20250716
DE,2023,R0318,Total liabilities,no split available,252786.870609,20250716
DE,2023,R0319,Total liabilities reported by exempted IORPs,no split available,,20250716
DE,2023,R0320,Total liabilities reported by non-exempted IORPs,no split available,252786.870609,20250716
DE,2023,R0330,Regulatory own funds,no split available,11868.087092,20250716
DE,2023,R0340,Reserves,no split available,7182.462212,20250716
DE,2023,R0350,Statutory,no split available,6216.312566,20250716
DE,2023,R0360,Free,no split available,966.149646,20250716
DE,2023,R0370,Profit reserves,no split available,2933.29659,20250716
DE,2024,R0010,Investments,no split available,261638.564349,20250716
